,period_begin,period_end,zip,parent_metro_region,median_sale_price,property_type,LAT,LNG
32834,2014-01-01,2014-03-31,78616,"Austin, TX",131200.0,Single Family Residential,29.940066,-97.568294
32835,2015-02-01,2015-04-30,78616,"Austin, TX",188000.0,Single Family Residential,29.940066,-97.568294
32836,2016-06-01,2016-08-31,78616,"Austin, TX",220000.0,Single Family Residential,29.940066,-97.568294
32842,2017-06-01,2017-08-31,78616,"Austin, TX",228000.0,Single Family Residential,29.940066,-97.568294
32848,2018-12-01,2019-02-28,78616,"Austin, TX",234250.0,Single Family Residential,29.940066,-97.568294
32849,2019-01-01,2019-03-31,78616,"Austin, TX",300000.0,Single Family Residential,29.940066,-97.568294
32850,2019-02-01,2019-04-30,78616,"Austin, TX",300000.0,Single Family Residential,29.940066,-97.568294
32851,2019-05-01,2019-07-31,78616,"Austin, TX",235500.0,Single Family Residential,29.940066,-97.568294
32854,2020-03-01,2020-05-31,78616,"Austin, TX",264750.0,Single Family Residential,29.940066,-97.568294
32855,2020-07-01,2020-09-30,78616,"Austin, TX",335000.0,Single Family Residential,29.940066,-97.568294
32857,2020-08-01,2020-10-31,78616,"Austin, TX",267000.0,Single Family Residential,29.940066,-97.568294
32866,2015-11-01,2016-01-31,33055,"Miami, FL",187000.0,Single Family Residential,25.948468,-80.278855
32885,2019-08-01,2019-10-31,33055,"Miami, FL",305000.0,Single Family Residential,25.948468,-80.278855
32887,2020-03-01,2020-05-31,33055,"Miami, FL",299900.0,Single Family Residential,25.948468,-80.278855
32896,2012-11-01,2013-01-31,78730,"Austin, TX",615000.0,Single Family Residential,30.370266,-97.836156
32898,2013-01-01,2013-03-31,78730,"Austin, TX",578000.0,Single Family Residential,30.370266,-97.836156
32900,2013-08-01,2013-10-31,78730,"Austin, TX",614000.0,Single Family Residential,30.370266,-97.836156
32902,2014-03-01,2014-05-31,78730,"Austin, TX",645000.0,Single Family Residential,30.370266,-97.836156
32903,2014-07-01,2014-09-30,78730,"Austin, TX",622450.0,Single Family Residential,30.370266,-97.836156
32905,2015-07-01,2015-09-30,78730,"Austin, TX",747500.0,Single Family Residential,30.370266,-97.836156
32906,2015-08-01,2015-10-31,78730,"Austin, TX",743750.0,Single Family Residential,30.370266,-97.836156
32909,2018-10-01,2018-12-31,78730,"Austin, TX",654000.0,Single Family Residential,30.370266,-97.836156
32910,2018-12-01,2019-02-28,78730,"Austin, TX",725000.0,Single Family Residential,30.370266,-97.836156
32911,2019-05-01,2019-07-31,78730,"Austin, TX",850000.0,Single Family Residential,30.370266,-97.836156
32913,2021-06-01,2021-08-31,78730,"Austin, TX",1300500.0,Single Family Residential,30.370266,-97.836156
32915,2012-12-01,2013-02-28,30218,"Atlanta, GA",80000.0,Single Family Residential,33.129318,-84.587178
32918,2013-03-01,2013-05-31,30218,"Atlanta, GA",175000.0,Single Family Residential,33.129318,-84.587178
32923,2015-06-01,2015-08-31,30218,"Atlanta, GA",100000.0,Single Family Residential,33.129318,-84.587178
32924,2015-12-01,2016-02-29,30218,"Atlanta, GA",139000.0,Single Family Residential,33.129318,-84.587178
32926,2016-04-01,2016-06-30,30218,"Atlanta, GA",119000.0,Single Family Residential,33.129318,-84.587178
32927,2017-11-01,2018-01-31,30218,"Atlanta, GA",192000.0,Single Family Residential,33.129318,-84.587178
32931,2020-12-01,2021-02-28,30218,"Atlanta, GA",200000.0,Single Family Residential,33.129318,-84.587178
32932,2012-11-01,2013-01-31,27592,"Raleigh, NC",162250.0,Single Family Residential,35.557356,-78.672245
32933,2014-10-01,2014-12-31,27592,"Raleigh, NC",201000.0,Single Family Residential,35.557356,-78.672245
32939,2020-08-01,2020-10-31,27592,"Raleigh, NC",299995.0,Single Family Residential,35.557356,-78.672245
32940,2012-12-01,2013-02-28,78648,"Austin, TX",111500.0,Single Family Residential,29.690184,-97.633555
32942,2014-04-01,2014-06-30,78648,"Austin, TX",152750.0,Single Family Residential,29.690184,-97.633555
32943,2014-07-01,2014-09-30,78648,"Austin, TX",127750.0,Single Family Residential,29.690184,-97.633555
32945,2016-03-01,2016-05-31,78648,"Austin, TX",144980.0,Single Family Residential,29.690184,-97.633555
32946,2016-11-01,2017-01-31,78648,"Austin, TX",170000.0,Single Family Residential,29.690184,-97.633555
32949,2019-10-01,2019-12-31,78648,"Austin, TX",177500.0,Single Family Residential,29.690184,-97.633555
32950,2019-12-01,2020-02-29,78648,"Austin, TX",180000.0,Single Family Residential,29.690184,-97.633555
32954,2014-07-01,2014-09-30,33177,"Miami, FL",200645.0,Single Family Residential,25.596129,-80.404194
32958,2016-01-01,2016-03-31,33177,"Miami, FL",236750.0,Single Family Residential,25.596129,-80.404194
32962,2016-11-01,2017-01-31,33177,"Miami, FL",263950.0,Single Family Residential,25.596129,-80.404194
32965,2017-07-01,2017-09-30,33177,"Miami, FL",291500.0,Single Family Residential,25.596129,-80.404194
32968,2017-10-01,2017-12-31,33177,"Miami, FL",285000.0,Single Family Residential,25.596129,-80.404194
32971,2018-08-01,2018-10-31,33177,"Miami, FL",302500.0,Single Family Residential,25.596129,-80.404194
32974,2019-02-01,2019-04-30,33177,"Miami, FL",316000.0,Single Family Residential,25.596129,-80.404194
32983,2012-12-01,2013-02-28,78701,"Austin, TX",1375000.0,Single Family Residential,30.270569,-97.742589
32986,2013-09-01,2013-11-30,78701,"Austin, TX",935000.0,Single Family Residential,30.270569,-97.742589
32993,2015-10-01,2015-12-31,78701,"Austin, TX",1050000.0,Single Family Residential,30.270569,-97.742589
32994,2016-06-01,2016-08-31,78701,"Austin, TX",605000.0,Single Family Residential,30.270569,-97.742589
32997,2017-04-01,2017-06-30,78701,"Austin, TX",1150000.0,Single Family Residential,30.270569,-97.742589
33002,2019-08-01,2019-10-31,78701,"Austin, TX",2380000.0,Single Family Residential,30.270569,-97.742589
33007,2013-10-01,2013-12-31,30228,"Atlanta, GA",109900.0,Single Family Residential,33.404147,-84.30735
33012,2016-01-01,2016-03-31,30228,"Atlanta, GA",165000.0,Single Family Residential,33.404147,-84.30735
33014,2020-05-01,2020-07-31,30228,"Atlanta, GA",210000.0,Single Family Residential,33.404147,-84.30735
33016,2012-12-01,2013-02-28,30056,"Atlanta, GA",55000.0,Single Family Residential,33.50025,-83.659584
33018,2015-10-01,2015-12-31,30056,"Atlanta, GA",82725.0,Single Family Residential,33.50025,-83.659584
33019,2017-08-01,2017-10-31,30056,"Atlanta, GA",138000.0,Single Family Residential,33.50025,-83.659584
33021,2020-05-01,2020-07-31,30056,"Atlanta, GA",203125.0,Single Family Residential,33.50025,-83.659584
33023,2021-08-01,2021-10-31,30056,"Atlanta, GA",337000.0,Single Family Residential,33.50025,-83.659584
33024,2012-12-01,2013-02-28,78681,"Austin, TX",212050.0,Single Family Residential,30.534424,-97.725741
33026,2013-07-01,2013-09-30,78681,"Austin, TX",237052.0,Single Family Residential,30.534424,-97.725741
33040,2019-07-01,2019-09-30,78681,"Austin, TX",344750.0,Single Family Residential,30.534424,-97.725741
33042,2020-08-01,2020-10-31,78681,"Austin, TX",370000.0,Single Family Residential,30.534424,-97.725741
33046,2021-04-01,2021-06-30,78681,"Austin, TX",540000.0,Single Family Residential,30.534424,-97.725741
33047,2012-12-01,2013-02-28,33186,"Miami, FL",225500.0,Single Family Residential,25.654426,-80.412156
33053,2017-12-01,2018-02-28,33186,"Miami, FL",348750.0,Single Family Residential,25.654426,-80.412156
33071,2016-02-01,2016-04-30,33158,"Miami, FL",624500.0,Single Family Residential,25.63884,-80.311316
33074,2018-07-01,2018-09-30,33158,"Miami, FL",650000.0,Single Family Residential,25.63884,-80.311316
33075,2019-06-01,2019-08-31,33158,"Miami, FL",689000.0,Single Family Residential,25.63884,-80.311316
33081,2021-07-01,2021-09-30,33158,"Miami, FL",880000.0,Single Family Residential,25.63884,-80.311316
33090,2014-08-01,2014-10-31,33180,"Miami, FL",685000.0,Single Family Residential,25.960389,-80.143113
33091,2014-09-01,2014-11-30,33180,"Miami, FL",540000.0,Single Family Residential,25.960389,-80.143113
33093,2014-10-01,2014-12-31,33180,"Miami, FL",650000.0,Single Family Residential,25.960389,-80.143113
33096,2014-11-01,2015-01-31,33180,"Miami, FL",575000.0,Single Family Residential,25.960389,-80.143113
33107,2015-07-01,2015-09-30,33180,"Miami, FL",725000.0,Single Family Residential,25.960389,-80.143113
33109,2015-08-01,2015-10-31,33180,"Miami, FL",675000.0,Single Family Residential,25.960389,-80.143113
33112,2015-11-01,2016-01-31,33180,"Miami, FL",589000.0,Single Family Residential,25.960389,-80.143113
33113,2015-12-01,2016-02-29,33180,"Miami, FL",565000.0,Single Family Residential,25.960389,-80.143113
33117,2016-04-01,2016-06-30,33180,"Miami, FL",675000.0,Single Family Residential,25.960389,-80.143113
33122,2016-10-01,2016-12-31,33180,"Miami, FL",728900.0,Single Family Residential,25.960389,-80.143113
33125,2016-11-01,2017-01-31,33180,"Miami, FL",728900.0,Single Family Residential,25.960389,-80.143113
33132,2017-04-01,2017-06-30,33180,"Miami, FL",660000.0,Single Family Residential,25.960389,-80.143113
33134,2017-07-01,2017-09-30,33180,"Miami, FL",718750.0,Single Family Residential,25.960389,-80.143113
33147,2019-05-01,2019-07-31,33180,"Miami, FL",660000.0,Single Family Residential,25.960389,-80.143113
33148,2019-07-01,2019-09-30,33180,"Miami, FL",685000.0,Single Family Residential,25.960389,-80.143113
33149,2019-08-01,2019-10-31,33180,"Miami, FL",685000.0,Single Family Residential,25.960389,-80.143113
33160,2020-11-01,2021-01-31,33180,"Miami, FL",707500.0,Single Family Residential,25.960389,-80.143113
33172,2021-07-01,2021-09-30,33180,"Miami, FL",936000.0,Single Family Residential,25.960389,-80.143113
33182,2014-05-01,2014-07-31,78728,"Austin, TX",224000.0,Single Family Residential,30.45417,-97.692183
33186,2014-08-01,2014-10-31,78728,"Austin, TX",217500.0,Single Family Residential,30.45417,-97.692183
33189,2015-03-01,2015-05-31,78728,"Austin, TX",225499.5,Single Family Residential,30.45417,-97.692183
33193,2015-10-01,2015-12-31,78728,"Austin, TX",243800.0,Single Family Residential,30.45417,-97.692183
33195,2016-03-01,2016-05-31,78728,"Austin, TX",257500.0,Single Family Residential,30.45417,-97.692183
33196,2016-04-01,2016-06-30,78728,"Austin, TX",255000.0,Single Family Residential,30.45417,-97.692183
33197,2016-06-01,2016-08-31,78728,"Austin, TX",255000.0,Single Family Residential,30.45417,-97.692183
33200,2017-01-01,2017-03-31,78728,"Austin, TX",255000.0,Single Family Residential,30.45417,-97.692183
33202,2017-04-01,2017-06-30,78728,"Austin, TX",278000.0,Single Family Residential,30.45417,-97.692183
33203,2017-05-01,2017-07-31,78728,"Austin, TX",278500.0,Single Family Residential,30.45417,-97.692183
33205,2017-07-01,2017-09-30,78728,"Austin, TX",260750.0,Single Family Residential,30.45417,-97.692183
33207,2017-11-01,2018-01-31,78728,"Austin, TX",281250.0,Single Family Residential,30.45417,-97.692183
33210,2017-12-01,2018-02-28,78728,"Austin, TX",284032.5,Single Family Residential,30.45417,-97.692183
33214,2018-08-01,2018-10-31,78728,"Austin, TX",292500.0,Single Family Residential,30.45417,-97.692183
33215,2019-01-01,2019-03-31,78728,"Austin, TX",302500.0,Single Family Residential,30.45417,-97.692183
33218,2019-07-01,2019-09-30,78728,"Austin, TX",319000.0,Single Family Residential,30.45417,-97.692183
33219,2020-04-01,2020-06-30,78728,"Austin, TX",354450.0,Single Family Residential,30.45417,-97.692183
33221,2020-06-01,2020-08-31,78728,"Austin, TX",352699.0,Single Family Residential,30.45417,-97.692183
33224,2021-01-01,2021-03-31,78728,"Austin, TX",424950.0,Single Family Residential,30.45417,-97.692183
33225,2021-03-01,2021-05-31,78728,"Austin, TX",472278.5,Single Family Residential,30.45417,-97.692183
33226,2013-02-01,2013-04-30,30072,"Atlanta, GA",97500.0,Single Family Residential,33.792116,-84.206463
33228,2015-10-01,2015-12-31,30072,"Atlanta, GA",90500.0,Single Family Residential,33.792116,-84.206463
33262,2020-08-01,2020-10-31,33131,"Miami, FL",1700000.0,Single Family Residential,25.766206,-80.182897
33281,2016-01-01,2016-03-31,78759,"Austin, TX",450000.0,Single Family Residential,30.402665,-97.761062
33285,2016-09-01,2016-11-30,78759,"Austin, TX",457500.0,Single Family Residential,30.402665,-97.761062
33296,2013-12-01,2014-02-28,78669,"Austin, TX",280000.0,Single Family Residential,30.430044,-98.112656
33298,2014-06-01,2014-08-31,78669,"Austin, TX",280425.0,Single Family Residential,30.430044,-98.112656
33303,2016-05-01,2016-07-31,78669,"Austin, TX",445000.0,Single Family Residential,30.430044,-98.112656
33304,2017-01-01,2017-03-31,78669,"Austin, TX",369000.0,Single Family Residential,30.430044,-98.112656
33306,2017-07-01,2017-09-30,78669,"Austin, TX",453950.0,Single Family Residential,30.430044,-98.112656
33309,2018-07-01,2018-09-30,78669,"Austin, TX",375000.0,Single Family Residential,30.430044,-98.112656
33312,2019-07-01,2019-09-30,78669,"Austin, TX",475000.0,Single Family Residential,30.430044,-98.112656
33314,2020-05-01,2020-07-31,78669,"Austin, TX",606172.5,Single Family Residential,30.430044,-98.112656
33315,2020-08-01,2020-10-31,78669,"Austin, TX",630000.0,Single Family Residential,30.430044,-98.112656
33321,2019-02-01,2019-04-30,31816,"Atlanta, GA",63950.0,Single Family Residential,32.881465,-84.60815
33323,2013-11-01,2014-01-31,33031,"Miami, FL",282000.0,Single Family Residential,25.524982,-80.500875
33324,2014-06-01,2014-08-31,33031,"Miami, FL",275000.0,Single Family Residential,25.524982,-80.500875
33327,2014-10-01,2014-12-31,33031,"Miami, FL",305000.0,Single Family Residential,25.524982,-80.500875
33328,2014-11-01,2015-01-31,33031,"Miami, FL",317500.0,Single Family Residential,25.524982,-80.500875
33331,2015-02-01,2015-04-30,33031,"Miami, FL",358000.0,Single Family Residential,25.524982,-80.500875
33334,2015-08-01,2015-10-31,33031,"Miami, FL",319500.0,Single Family Residential,25.524982,-80.500875
33337,2016-04-01,2016-06-30,33031,"Miami, FL",350000.0,Single Family Residential,25.524982,-80.500875
33340,2016-12-01,2017-02-28,33031,"Miami, FL",339500.0,Single Family Residential,25.524982,-80.500875
33342,2017-01-01,2017-03-31,33031,"Miami, FL",360000.0,Single Family Residential,25.524982,-80.500875
33346,2017-12-01,2018-02-28,33031,"Miami, FL",355000.0,Single Family Residential,25.524982,-80.500875
33347,2018-01-01,2018-03-31,33031,"Miami, FL",355000.0,Single Family Residential,25.524982,-80.500875
33352,2018-07-01,2018-09-30,33031,"Miami, FL",464000.0,Single Family Residential,25.524982,-80.500875
33354,2018-08-01,2018-10-31,33031,"Miami, FL",430000.0,Single Family Residential,25.524982,-80.500875
33356,2018-12-01,2019-02-28,33031,"Miami, FL",488000.0,Single Family Residential,25.524982,-80.500875
33361,2019-07-01,2019-09-30,33031,"Miami, FL",490000.0,Single Family Residential,25.524982,-80.500875
33365,2019-12-01,2020-02-29,33031,"Miami, FL",412500.0,Single Family Residential,25.524982,-80.500875
33367,2020-06-01,2020-08-31,33031,"Miami, FL",517500.0,Single Family Residential,25.524982,-80.500875
33369,2020-07-01,2020-09-30,33031,"Miami, FL",525000.0,Single Family Residential,25.524982,-80.500875
33372,2020-10-01,2020-12-31,33031,"Miami, FL",525000.0,Single Family Residential,25.524982,-80.500875
33374,2021-03-01,2021-05-31,33031,"Miami, FL",660000.0,Single Family Residential,25.524982,-80.500875
33375,2021-04-01,2021-06-30,33031,"Miami, FL",601000.0,Single Family Residential,25.524982,-80.500875
33376,2021-05-01,2021-07-31,33031,"Miami, FL",700000.0,Single Family Residential,25.524982,-80.500875
33378,2021-07-01,2021-09-30,33031,"Miami, FL",712000.0,Single Family Residential,25.524982,-80.500875
33379,2021-09-01,2021-11-30,33031,"Miami, FL",690000.0,Single Family Residential,25.524982,-80.500875
33381,2020-10-01,2020-12-31,78622,"Austin, TX",137000.0,Single Family Residential,29.754521,-97.775837
33384,2014-09-01,2014-11-30,33167,"Miami, FL",120000.0,Single Family Residential,25.884867,-80.239362
33385,2014-10-01,2014-12-31,33167,"Miami, FL",120000.0,Single Family Residential,25.884867,-80.239362
33389,2016-10-01,2016-12-31,33167,"Miami, FL",165000.0,Single Family Residential,25.884867,-80.239362
33390,2016-12-01,2017-02-28,33167,"Miami, FL",170000.0,Single Family Residential,25.884867,-80.239362
33392,2017-04-01,2017-06-30,33167,"Miami, FL",165000.0,Single Family Residential,25.884867,-80.239362
33394,2017-06-01,2017-08-31,33167,"Miami, FL",192000.0,Single Family Residential,25.884867,-80.239362
33395,2018-02-01,2018-04-30,33167,"Miami, FL",227000.0,Single Family Residential,25.884867,-80.239362
33398,2019-12-01,2020-02-29,33167,"Miami, FL",270000.0,Single Family Residential,25.884867,-80.239362
33400,2020-04-01,2020-06-30,33167,"Miami, FL",279500.0,Single Family Residential,25.884867,-80.239362
33401,2020-07-01,2020-09-30,33167,"Miami, FL",260000.0,Single Family Residential,25.884867,-80.239362
33404,2021-04-01,2021-06-30,33167,"Miami, FL",313500.0,Single Family Residential,25.884867,-80.239362
33406,2015-03-01,2015-05-31,33161,"Miami, FL",207000.0,Single Family Residential,25.893664,-80.181539
33408,2015-09-01,2015-11-30,33161,"Miami, FL",217500.0,Single Family Residential,25.893664,-80.181539
33410,2016-05-01,2016-07-31,33161,"Miami, FL",223000.0,Single Family Residential,25.893664,-80.181539
33423,2019-09-01,2019-11-30,78953,"Austin, TX",255000.0,Single Family Residential,29.844013,-97.357996
33424,2020-09-01,2020-11-30,78953,"Austin, TX",207500.0,Single Family Residential,29.844013,-97.357996
33426,2021-09-01,2021-11-30,78953,"Austin, TX",899000.0,Single Family Residential,29.844013,-97.357996
33428,2014-10-01,2014-12-31,27587,"Raleigh, NC",286360.0,Single Family Residential,35.986719,-78.554351
33430,2015-01-01,2015-03-31,27587,"Raleigh, NC",300000.0,Single Family Residential,35.986719,-78.554351
33433,2018-02-01,2018-04-30,27587,"Raleigh, NC",348928.5,Single Family Residential,35.986719,-78.554351
33434,2013-09-01,2013-11-30,78644,"Austin, TX",104500.0,Single Family Residential,29.871644,-97.676821
33440,2016-10-01,2016-12-31,33015,"Miami, FL",290000.0,Single Family Residential,25.940565,-80.31818
33443,2017-04-01,2017-06-30,33015,"Miami, FL",332500.0,Single Family Residential,25.940565,-80.31818
33444,2017-05-01,2017-07-31,33015,"Miami, FL",330000.0,Single Family Residential,25.940565,-80.31818
33453,2020-09-01,2020-11-30,33015,"Miami, FL",392000.0,Single Family Residential,25.940565,-80.31818
