,period_begin,period_end,zip,parent_metro_region,median_sale_price,property_type,LAT,LNG
20617,2014-10-01,2014-12-31,30132,"Atlanta, GA",175000.0,Single Family Residential,33.988832,-84.858967
20618,2014-11-01,2015-01-31,30132,"Atlanta, GA",179810.0,Single Family Residential,33.988832,-84.858967
20621,2014-12-01,2015-02-28,30132,"Atlanta, GA",180500.0,Single Family Residential,33.988832,-84.858967
20622,2015-01-01,2015-03-31,30132,"Atlanta, GA",180500.0,Single Family Residential,33.988832,-84.858967
20624,2015-03-01,2015-05-31,30132,"Atlanta, GA",174500.0,Single Family Residential,33.988832,-84.858967
20625,2015-05-01,2015-07-31,30132,"Atlanta, GA",184190.0,Single Family Residential,33.988832,-84.858967
20628,2015-07-01,2015-09-30,30132,"Atlanta, GA",175000.0,Single Family Residential,33.988832,-84.858967
20630,2015-10-01,2015-12-31,30132,"Atlanta, GA",204250.0,Single Family Residential,33.988832,-84.858967
20635,2016-07-01,2016-09-30,30132,"Atlanta, GA",205000.0,Single Family Residential,33.988832,-84.858967
20640,2017-02-01,2017-04-30,30132,"Atlanta, GA",220000.0,Single Family Residential,33.988832,-84.858967
20642,2017-04-01,2017-06-30,30132,"Atlanta, GA",225000.0,Single Family Residential,33.988832,-84.858967
20643,2017-06-01,2017-08-31,30132,"Atlanta, GA",215450.0,Single Family Residential,33.988832,-84.858967
20645,2017-09-01,2017-11-30,30132,"Atlanta, GA",213900.0,Single Family Residential,33.988832,-84.858967
20647,2017-10-01,2017-12-31,30132,"Atlanta, GA",222500.0,Single Family Residential,33.988832,-84.858967
20651,2017-12-01,2018-02-28,30132,"Atlanta, GA",225805.0,Single Family Residential,33.988832,-84.858967
20654,2018-02-01,2018-04-30,30132,"Atlanta, GA",225000.0,Single Family Residential,33.988832,-84.858967
20656,2018-03-01,2018-05-31,30132,"Atlanta, GA",227117.5,Single Family Residential,33.988832,-84.858967
20667,2018-09-01,2018-11-30,30132,"Atlanta, GA",228000.0,Single Family Residential,33.988832,-84.858967
20669,2018-11-01,2019-01-31,30132,"Atlanta, GA",226450.0,Single Family Residential,33.988832,-84.858967
20673,2019-01-01,2019-03-31,30132,"Atlanta, GA",230445.0,Single Family Residential,33.988832,-84.858967
20675,2019-02-01,2019-04-30,30132,"Atlanta, GA",235000.0,Single Family Residential,33.988832,-84.858967
20677,2019-03-01,2019-05-31,30132,"Atlanta, GA",245000.0,Single Family Residential,33.988832,-84.858967
20678,2019-05-01,2019-07-31,30132,"Atlanta, GA",248250.0,Single Family Residential,33.988832,-84.858967
20680,2019-06-01,2019-08-31,30132,"Atlanta, GA",245000.0,Single Family Residential,33.988832,-84.858967
20681,2019-07-01,2019-09-30,30132,"Atlanta, GA",252775.0,Single Family Residential,33.988832,-84.858967
20683,2019-09-01,2019-11-30,30132,"Atlanta, GA",255427.5,Single Family Residential,33.988832,-84.858967
20685,2019-10-01,2019-12-31,30132,"Atlanta, GA",252500.0,Single Family Residential,33.988832,-84.858967
20688,2020-01-01,2020-03-31,30132,"Atlanta, GA",245900.0,Single Family Residential,33.988832,-84.858967
20690,2020-04-01,2020-06-30,30132,"Atlanta, GA",265407.5,Single Family Residential,33.988832,-84.858967
20692,2020-05-01,2020-07-31,30132,"Atlanta, GA",267999.0,Single Family Residential,33.988832,-84.858967
20695,2020-09-01,2020-11-30,30132,"Atlanta, GA",283870.0,Single Family Residential,33.988832,-84.858967
20696,2020-10-01,2020-12-31,30132,"Atlanta, GA",286060.0,Single Family Residential,33.988832,-84.858967
20698,2020-11-01,2021-01-31,30132,"Atlanta, GA",280000.0,Single Family Residential,33.988832,-84.858967
20700,2020-12-01,2021-02-28,30132,"Atlanta, GA",279495.0,Single Family Residential,33.988832,-84.858967
20704,2021-02-01,2021-04-30,30132,"Atlanta, GA",294995.0,Single Family Residential,33.988832,-84.858967
20705,2021-03-01,2021-05-31,30132,"Atlanta, GA",306655.0,Single Family Residential,33.988832,-84.858967
20709,2021-06-01,2021-08-31,30132,"Atlanta, GA",334500.0,Single Family Residential,33.988832,-84.858967
20710,2021-07-01,2021-09-30,30132,"Atlanta, GA",338500.0,Single Family Residential,33.988832,-84.858967
20713,2021-08-01,2021-10-31,30132,"Atlanta, GA",345000.0,Single Family Residential,33.988832,-84.858967
20714,2021-09-01,2021-11-30,30132,"Atlanta, GA",350000.0,Single Family Residential,33.988832,-84.858967
20718,2012-05-01,2012-07-31,30309,"Atlanta, GA",557000.0,Single Family Residential,33.799884,-84.385805
20727,2015-03-01,2015-05-31,30309,"Atlanta, GA",880000.0,Single Family Residential,33.799884,-84.385805
20739,2019-08-01,2019-10-31,30309,"Atlanta, GA",930000.0,Single Family Residential,33.799884,-84.385805
20740,2019-12-01,2020-02-29,30309,"Atlanta, GA",1012500.0,Single Family Residential,33.799884,-84.385805
20742,2021-01-01,2021-03-31,30309,"Atlanta, GA",920000.0,Single Family Residential,33.799884,-84.385805
20750,2012-06-01,2012-08-31,30338,"Atlanta, GA",336650.0,Single Family Residential,33.946218,-84.318119
20754,2012-08-01,2012-10-31,30338,"Atlanta, GA",314000.0,Single Family Residential,33.946218,-84.318119
20755,2012-09-01,2012-11-30,30338,"Atlanta, GA",360000.0,Single Family Residential,33.946218,-84.318119
20761,2013-01-01,2013-03-31,30338,"Atlanta, GA",370000.0,Single Family Residential,33.946218,-84.318119
20762,2013-03-01,2013-05-31,30338,"Atlanta, GA",397000.0,Single Family Residential,33.946218,-84.318119
20765,2013-06-01,2013-08-31,30338,"Atlanta, GA",399000.0,Single Family Residential,33.946218,-84.318119
20768,2013-09-01,2013-11-30,30338,"Atlanta, GA",382500.0,Single Family Residential,33.946218,-84.318119
20771,2013-12-01,2014-02-28,30338,"Atlanta, GA",390000.0,Single Family Residential,33.946218,-84.318119
20793,2015-07-01,2015-09-30,30338,"Atlanta, GA",430000.0,Single Family Residential,33.946218,-84.318119
20798,2015-09-01,2015-11-30,30338,"Atlanta, GA",423000.0,Single Family Residential,33.946218,-84.318119
20799,2015-11-01,2016-01-31,30338,"Atlanta, GA",422500.0,Single Family Residential,33.946218,-84.318119
20807,2016-05-01,2016-07-31,30338,"Atlanta, GA",449900.0,Single Family Residential,33.946218,-84.318119
20809,2016-07-01,2016-09-30,30338,"Atlanta, GA",464500.0,Single Family Residential,33.946218,-84.318119
20812,2016-09-01,2016-11-30,30338,"Atlanta, GA",439900.0,Single Family Residential,33.946218,-84.318119
20819,2017-04-01,2017-06-30,30338,"Atlanta, GA",471000.0,Single Family Residential,33.946218,-84.318119
20823,2017-07-01,2017-09-30,30338,"Atlanta, GA",475000.0,Single Family Residential,33.946218,-84.318119
20825,2017-09-01,2017-11-30,30338,"Atlanta, GA",462500.0,Single Family Residential,33.946218,-84.318119
20829,2017-11-01,2018-01-31,30338,"Atlanta, GA",494500.0,Single Family Residential,33.946218,-84.318119
20837,2018-04-01,2018-06-30,30338,"Atlanta, GA",515000.0,Single Family Residential,33.946218,-84.318119
20846,2018-10-01,2018-12-31,30338,"Atlanta, GA",515000.0,Single Family Residential,33.946218,-84.318119
20869,2020-02-01,2020-04-30,30338,"Atlanta, GA",523000.0,Single Family Residential,33.946218,-84.318119
20874,2020-07-01,2020-09-30,30338,"Atlanta, GA",535000.0,Single Family Residential,33.946218,-84.318119
20878,2021-02-01,2021-04-30,30338,"Atlanta, GA",590000.0,Single Family Residential,33.946218,-84.318119
20882,2021-05-01,2021-07-31,30338,"Atlanta, GA",599950.0,Single Family Residential,33.946218,-84.318119
20889,2012-01-01,2012-03-31,30257,"Atlanta, GA",70450.0,Single Family Residential,33.143414,-84.18622
20890,2012-02-01,2012-04-30,30257,"Atlanta, GA",170000.0,Single Family Residential,33.143414,-84.18622
20892,2012-04-01,2012-06-30,30257,"Atlanta, GA",124500.0,Single Family Residential,33.143414,-84.18622
20894,2012-09-01,2012-11-30,30257,"Atlanta, GA",111000.0,Single Family Residential,33.143414,-84.18622
20895,2012-11-01,2013-01-31,30257,"Atlanta, GA",111000.0,Single Family Residential,33.143414,-84.18622
20897,2013-03-01,2013-05-31,30257,"Atlanta, GA",62000.0,Single Family Residential,33.143414,-84.18622
20903,2013-09-01,2013-11-30,30257,"Atlanta, GA",106000.0,Single Family Residential,33.143414,-84.18622
20904,2013-11-01,2014-01-31,30257,"Atlanta, GA",96000.0,Single Family Residential,33.143414,-84.18622
20906,2014-01-01,2014-03-31,30257,"Atlanta, GA",145000.0,Single Family Residential,33.143414,-84.18622
20909,2014-05-01,2014-07-31,30257,"Atlanta, GA",131200.0,Single Family Residential,33.143414,-84.18622
20911,2014-06-01,2014-08-31,30257,"Atlanta, GA",99900.0,Single Family Residential,33.143414,-84.18622
20914,2014-10-01,2014-12-31,30257,"Atlanta, GA",118600.0,Single Family Residential,33.143414,-84.18622
20915,2014-11-01,2015-01-31,30257,"Atlanta, GA",118600.0,Single Family Residential,33.143414,-84.18622
20916,2014-12-01,2015-02-28,30257,"Atlanta, GA",132000.0,Single Family Residential,33.143414,-84.18622
20920,2015-08-01,2015-10-31,30257,"Atlanta, GA",145000.0,Single Family Residential,33.143414,-84.18622
20921,2015-12-01,2016-02-29,30257,"Atlanta, GA",202000.0,Single Family Residential,33.143414,-84.18622
20923,2016-03-01,2016-05-31,30257,"Atlanta, GA",141450.0,Single Family Residential,33.143414,-84.18622
20927,2016-07-01,2016-09-30,30257,"Atlanta, GA",156000.0,Single Family Residential,33.143414,-84.18622
20929,2016-11-01,2017-01-31,30257,"Atlanta, GA",121000.0,Single Family Residential,33.143414,-84.18622
20932,2017-09-01,2017-11-30,30257,"Atlanta, GA",162900.0,Single Family Residential,33.143414,-84.18622
20933,2017-10-01,2017-12-31,30257,"Atlanta, GA",159950.0,Single Family Residential,33.143414,-84.18622
20935,2017-11-01,2018-01-31,30257,"Atlanta, GA",142400.0,Single Family Residential,33.143414,-84.18622
20937,2017-12-01,2018-02-28,30257,"Atlanta, GA",147900.0,Single Family Residential,33.143414,-84.18622
20938,2018-01-01,2018-03-31,30257,"Atlanta, GA",159900.0,Single Family Residential,33.143414,-84.18622
20943,2018-08-01,2018-10-31,30257,"Atlanta, GA",160600.0,Single Family Residential,33.143414,-84.18622
20946,2019-02-01,2019-04-30,30257,"Atlanta, GA",157300.0,Single Family Residential,33.143414,-84.18622
20948,2019-03-01,2019-05-31,30257,"Atlanta, GA",155000.0,Single Family Residential,33.143414,-84.18622
20950,2019-04-01,2019-06-30,30257,"Atlanta, GA",155000.0,Single Family Residential,33.143414,-84.18622
20952,2019-07-01,2019-09-30,30257,"Atlanta, GA",185000.0,Single Family Residential,33.143414,-84.18622
20954,2019-09-01,2019-11-30,30257,"Atlanta, GA",200500.0,Single Family Residential,33.143414,-84.18622
20957,2020-01-01,2020-03-31,30257,"Atlanta, GA",170497.0,Single Family Residential,33.143414,-84.18622
20959,2020-06-01,2020-08-31,30257,"Atlanta, GA",198500.0,Single Family Residential,33.143414,-84.18622
20961,2020-07-01,2020-09-30,30257,"Atlanta, GA",238222.0,Single Family Residential,33.143414,-84.18622
20963,2020-10-01,2020-12-31,30257,"Atlanta, GA",184950.0,Single Family Residential,33.143414,-84.18622
20968,2021-04-01,2021-06-30,30257,"Atlanta, GA",194900.0,Single Family Residential,33.143414,-84.18622
20969,2021-05-01,2021-07-31,30257,"Atlanta, GA",199343.5,Single Family Residential,33.143414,-84.18622
20971,2021-09-01,2021-11-30,30257,"Atlanta, GA",224000.0,Single Family Residential,33.143414,-84.18622
21032,2012-05-01,2012-07-31,33032,"Miami, FL",107000.0,Single Family Residential,25.531517,-80.3908
21034,2012-10-01,2012-12-31,33032,"Miami, FL",99550.0,Single Family Residential,25.531517,-80.3908
21035,2013-05-01,2013-07-31,33032,"Miami, FL",128700.0,Single Family Residential,25.531517,-80.3908
21038,2014-06-01,2014-08-31,33032,"Miami, FL",156000.0,Single Family Residential,25.531517,-80.3908
21048,2015-01-01,2015-03-31,33032,"Miami, FL",165000.0,Single Family Residential,25.531517,-80.3908
21049,2015-02-01,2015-04-30,33032,"Miami, FL",169250.0,Single Family Residential,25.531517,-80.3908
21055,2015-05-01,2015-07-31,33032,"Miami, FL",180000.0,Single Family Residential,25.531517,-80.3908
21060,2015-06-01,2015-08-31,33032,"Miami, FL",175500.0,Single Family Residential,25.531517,-80.3908
21075,2016-03-01,2016-05-31,33032,"Miami, FL",217000.0,Single Family Residential,25.531517,-80.3908
21079,2016-06-01,2016-08-31,33032,"Miami, FL",225600.0,Single Family Residential,25.531517,-80.3908
21081,2016-07-01,2016-09-30,33032,"Miami, FL",220000.0,Single Family Residential,25.531517,-80.3908
21083,2016-08-01,2016-10-31,33032,"Miami, FL",225000.0,Single Family Residential,25.531517,-80.3908
21087,2016-10-01,2016-12-31,33032,"Miami, FL",221500.0,Single Family Residential,25.531517,-80.3908
21090,2017-01-01,2017-03-31,33032,"Miami, FL",234500.0,Single Family Residential,25.531517,-80.3908
21096,2017-05-01,2017-07-31,33032,"Miami, FL",245000.0,Single Family Residential,25.531517,-80.3908
21103,2017-11-01,2018-01-31,33032,"Miami, FL",255540.0,Single Family Residential,25.531517,-80.3908
21113,2018-04-01,2018-06-30,33032,"Miami, FL",269900.0,Single Family Residential,25.531517,-80.3908
21119,2018-07-01,2018-09-30,33032,"Miami, FL",275000.0,Single Family Residential,25.531517,-80.3908
21122,2018-08-01,2018-10-31,33032,"Miami, FL",279750.0,Single Family Residential,25.531517,-80.3908
21128,2018-12-01,2019-02-28,33032,"Miami, FL",272500.0,Single Family Residential,25.531517,-80.3908
21130,2019-02-01,2019-04-30,33032,"Miami, FL",280000.0,Single Family Residential,25.531517,-80.3908
21131,2019-03-01,2019-05-31,33032,"Miami, FL",290000.0,Single Family Residential,25.531517,-80.3908
21138,2019-08-01,2019-10-31,33032,"Miami, FL",300000.0,Single Family Residential,25.531517,-80.3908
21155,2020-08-01,2020-10-31,33032,"Miami, FL",346900.0,Single Family Residential,25.531517,-80.3908
21160,2021-01-01,2021-03-31,33032,"Miami, FL",360000.0,Single Family Residential,25.531517,-80.3908
21165,2021-03-01,2021-05-31,33032,"Miami, FL",365000.0,Single Family Residential,25.531517,-80.3908
21170,2021-08-01,2021-10-31,33032,"Miami, FL",400000.0,Single Family Residential,25.531517,-80.3908
21180,2012-08-01,2012-10-31,30360,"Atlanta, GA",183750.0,Single Family Residential,33.933808,-84.272577
21187,2013-07-01,2013-09-30,30360,"Atlanta, GA",280000.0,Single Family Residential,33.933808,-84.272577
21188,2013-08-01,2013-10-31,30360,"Atlanta, GA",247550.0,Single Family Residential,33.933808,-84.272577
21191,2014-02-01,2014-04-30,30360,"Atlanta, GA",262250.0,Single Family Residential,33.933808,-84.272577
21198,2015-11-01,2016-01-31,30360,"Atlanta, GA",306000.0,Single Family Residential,33.933808,-84.272577
21206,2017-06-01,2017-08-31,30360,"Atlanta, GA",365000.0,Single Family Residential,33.933808,-84.272577
21211,2018-08-01,2018-10-31,30360,"Atlanta, GA",327000.0,Single Family Residential,33.933808,-84.272577
21215,2019-02-01,2019-04-30,30360,"Atlanta, GA",353000.0,Single Family Residential,33.933808,-84.272577
21221,2019-09-01,2019-11-30,30360,"Atlanta, GA",369000.0,Single Family Residential,33.933808,-84.272577
21226,2020-11-01,2021-01-31,30360,"Atlanta, GA",423950.0,Single Family Residential,33.933808,-84.272577
21229,2012-06-01,2012-08-31,30625,"Atlanta, GA",127000.0,Single Family Residential,33.520284,-83.33353
21230,2013-01-01,2013-03-31,30625,"Atlanta, GA",269250.0,Single Family Residential,33.520284,-83.33353
21232,2014-02-01,2014-04-30,30625,"Atlanta, GA",251250.0,Single Family Residential,33.520284,-83.33353
21233,2014-09-01,2014-11-30,30625,"Atlanta, GA",310000.0,Single Family Residential,33.520284,-83.33353
21234,2016-10-01,2016-12-31,30625,"Atlanta, GA",355000.0,Single Family Residential,33.520284,-83.33353
21235,2017-10-01,2017-12-31,30625,"Atlanta, GA",352000.0,Single Family Residential,33.520284,-83.33353
21236,2019-01-01,2019-03-31,30625,"Atlanta, GA",295000.0,Single Family Residential,33.520284,-83.33353
21237,2019-08-01,2019-10-31,30625,"Atlanta, GA",448000.0,Single Family Residential,33.520284,-83.33353
21239,2021-03-01,2021-05-31,30625,"Atlanta, GA",460000.0,Single Family Residential,33.520284,-83.33353
21245,2012-06-01,2012-08-31,27603,"Raleigh, NC",195500.0,Single Family Residential,35.664418,-78.652751
21249,2012-09-01,2012-11-30,27603,"Raleigh, NC",209000.0,Single Family Residential,35.664418,-78.652751
21253,2013-02-01,2013-04-30,27603,"Raleigh, NC",186000.0,Single Family Residential,35.664418,-78.652751
21258,2013-10-01,2013-12-31,27603,"Raleigh, NC",197500.0,Single Family Residential,35.664418,-78.652751
21266,2015-05-01,2015-07-31,27603,"Raleigh, NC",207500.0,Single Family Residential,35.664418,-78.652751
21273,2016-01-01,2016-03-31,27603,"Raleigh, NC",230000.0,Single Family Residential,35.664418,-78.652751
21276,2016-04-01,2016-06-30,27603,"Raleigh, NC",240000.0,Single Family Residential,35.664418,-78.652751
21277,2016-05-01,2016-07-31,27603,"Raleigh, NC",238000.0,Single Family Residential,35.664418,-78.652751
21279,2016-06-01,2016-08-31,27603,"Raleigh, NC",236000.0,Single Family Residential,35.664418,-78.652751
21284,2017-04-01,2017-06-30,27603,"Raleigh, NC",263500.0,Single Family Residential,35.664418,-78.652751
21287,2017-07-01,2017-09-30,27603,"Raleigh, NC",260000.0,Single Family Residential,35.664418,-78.652751
21289,2017-09-01,2017-11-30,27603,"Raleigh, NC",261000.0,Single Family Residential,35.664418,-78.652751
21291,2017-11-01,2018-01-31,27603,"Raleigh, NC",255379.0,Single Family Residential,35.664418,-78.652751
21294,2018-02-01,2018-04-30,27603,"Raleigh, NC",268500.0,Single Family Residential,35.664418,-78.652751
21309,2021-07-01,2021-09-30,27603,"Raleigh, NC",390000.0,Single Family Residential,35.664418,-78.652751
21321,2015-01-01,2015-03-31,30134,"Atlanta, GA",107750.0,Single Family Residential,33.777518,-84.781392
21326,2015-12-01,2016-02-29,30134,"Atlanta, GA",117000.0,Single Family Residential,33.777518,-84.781392
21331,2017-08-01,2017-10-31,30134,"Atlanta, GA",160000.0,Single Family Residential,33.777518,-84.781392
21338,2019-03-01,2019-05-31,30134,"Atlanta, GA",186000.0,Single Family Residential,33.777518,-84.781392
21339,2019-06-01,2019-08-31,30134,"Atlanta, GA",182000.0,Single Family Residential,33.777518,-84.781392
21342,2019-09-01,2019-11-30,30134,"Atlanta, GA",185000.0,Single Family Residential,33.777518,-84.781392
21343,2019-12-01,2020-02-29,30134,"Atlanta, GA",182950.0,Single Family Residential,33.777518,-84.781392
21344,2020-03-01,2020-05-31,30134,"Atlanta, GA",197000.0,Single Family Residential,33.777518,-84.781392
21346,2021-02-01,2021-04-30,30134,"Atlanta, GA",225250.0,Single Family Residential,33.777518,-84.781392
21350,2012-03-01,2012-05-31,33157,"Miami, FL",160000.0,Single Family Residential,25.606126,-80.343496
21358,2014-07-01,2014-09-30,33157,"Miami, FL",255000.0,Single Family Residential,25.606126,-80.343496
21361,2014-12-01,2015-02-28,33157,"Miami, FL",221250.0,Single Family Residential,25.606126,-80.343496
21364,2015-03-01,2015-05-31,33157,"Miami, FL",280000.0,Single Family Residential,25.606126,-80.343496
21367,2016-02-01,2016-04-30,33157,"Miami, FL",270000.0,Single Family Residential,25.606126,-80.343496
21368,2016-03-01,2016-05-31,33157,"Miami, FL",280000.0,Single Family Residential,25.606126,-80.343496
21374,2017-02-01,2017-04-30,33157,"Miami, FL",310000.0,Single Family Residential,25.606126,-80.343496
21379,2017-04-01,2017-06-30,33157,"Miami, FL",316000.0,Single Family Residential,25.606126,-80.343496
21393,2019-01-01,2019-03-31,33157,"Miami, FL",350000.0,Single Family Residential,25.606126,-80.343496
21400,2019-08-01,2019-10-31,33157,"Miami, FL",379000.0,Single Family Residential,25.606126,-80.343496
21401,2019-11-01,2020-01-31,33157,"Miami, FL",375000.0,Single Family Residential,25.606126,-80.343496
21406,2020-03-01,2020-05-31,33157,"Miami, FL",400900.0,Single Family Residential,25.606126,-80.343496
21433,2018-06-01,2018-08-31,30313,"Atlanta, GA",1700000.0,Single Family Residential,33.764539,-84.397339
21441,2019-10-01,2019-12-31,30313,"Atlanta, GA",325000.0,Single Family Residential,33.764539,-84.397339
21442,2019-11-01,2020-01-31,30313,"Atlanta, GA",325000.0,Single Family Residential,33.764539,-84.397339
21450,2021-04-01,2021-06-30,30313,"Atlanta, GA",2000000.0,Single Family Residential,33.764539,-84.397339
21457,2012-06-01,2012-08-31,30071,"Atlanta, GA",69200.0,Single Family Residential,33.940652,-84.206734
21479,2013-11-01,2014-01-31,30071,"Atlanta, GA",135000.0,Single Family Residential,33.940652,-84.206734
21484,2014-04-01,2014-06-30,30071,"Atlanta, GA",197050.0,Single Family Residential,33.940652,-84.206734
21488,2014-08-01,2014-10-31,30071,"Atlanta, GA",185100.0,Single Family Residential,33.940652,-84.206734
21489,2014-09-01,2014-11-30,30071,"Atlanta, GA",214700.0,Single Family Residential,33.940652,-84.206734
21505,2016-03-01,2016-05-31,30071,"Atlanta, GA",235000.0,Single Family Residential,33.940652,-84.206734
21512,2016-08-01,2016-10-31,30071,"Atlanta, GA",175000.0,Single Family Residential,33.940652,-84.206734
21514,2016-11-01,2017-01-31,30071,"Atlanta, GA",227400.0,Single Family Residential,33.940652,-84.206734
21515,2016-12-01,2017-02-28,30071,"Atlanta, GA",227800.0,Single Family Residential,33.940652,-84.206734
21518,2017-01-01,2017-03-31,30071,"Atlanta, GA",267500.0,Single Family Residential,33.940652,-84.206734
21527,2018-01-01,2018-03-31,30071,"Atlanta, GA",324000.0,Single Family Residential,33.940652,-84.206734
21535,2018-08-01,2018-10-31,30071,"Atlanta, GA",257000.0,Single Family Residential,33.940652,-84.206734
21548,2019-05-01,2019-07-31,30071,"Atlanta, GA",294000.0,Single Family Residential,33.940652,-84.206734
21551,2019-07-01,2019-09-30,30071,"Atlanta, GA",303000.0,Single Family Residential,33.940652,-84.206734
21561,2020-06-01,2020-08-31,30071,"Atlanta, GA",260000.0,Single Family Residential,33.940652,-84.206734
21565,2020-09-01,2020-11-30,30071,"Atlanta, GA",335000.0,Single Family Residential,33.940652,-84.206734
21570,2021-01-01,2021-03-31,30071,"Atlanta, GA",299450.0,Single Family Residential,33.940652,-84.206734
21576,2021-08-01,2021-10-31,30071,"Atlanta, GA",382343.0,Single Family Residential,33.940652,-84.206734
21585,2012-03-01,2012-05-31,33181,"Miami, FL",525000.0,Single Family Residential,25.897992,-80.152331
21587,2012-04-01,2012-06-30,33181,"Miami, FL",514750.0,Single Family Residential,25.897992,-80.152331
21592,2012-08-01,2012-10-31,33181,"Miami, FL",392000.0,Single Family Residential,25.897992,-80.152331
21597,2013-01-01,2013-03-31,33181,"Miami, FL",600000.0,Single Family Residential,25.897992,-80.152331
21599,2013-02-01,2013-04-30,33181,"Miami, FL",508300.0,Single Family Residential,25.897992,-80.152331
21600,2013-03-01,2013-05-31,33181,"Miami, FL",615000.0,Single Family Residential,25.897992,-80.152331
21606,2013-08-01,2013-10-31,33181,"Miami, FL",560000.0,Single Family Residential,25.897992,-80.152331
21609,2013-10-01,2013-12-31,33181,"Miami, FL",879500.0,Single Family Residential,25.897992,-80.152331
21613,2013-11-01,2014-01-31,33181,"Miami, FL",912500.0,Single Family Residential,25.897992,-80.152331
21618,2014-01-01,2014-03-31,33181,"Miami, FL",710000.0,Single Family Residential,25.897992,-80.152331
21619,2014-03-01,2014-05-31,33181,"Miami, FL",690000.0,Single Family Residential,25.897992,-80.152331
21626,2014-07-01,2014-09-30,33181,"Miami, FL",725000.0,Single Family Residential,25.897992,-80.152331
21631,2014-09-01,2014-11-30,33181,"Miami, FL",800000.0,Single Family Residential,25.897992,-80.152331
21633,2014-10-01,2014-12-31,33181,"Miami, FL",832500.0,Single Family Residential,25.897992,-80.152331
21636,2014-11-01,2015-01-31,33181,"Miami, FL",749500.0,Single Family Residential,25.897992,-80.152331
21639,2014-12-01,2015-02-28,33181,"Miami, FL",725000.0,Single Family Residential,25.897992,-80.152331
21641,2015-01-01,2015-03-31,33181,"Miami, FL",712000.0,Single Family Residential,25.897992,-80.152331
21644,2015-02-01,2015-04-30,33181,"Miami, FL",725000.0,Single Family Residential,25.897992,-80.152331
21647,2015-03-01,2015-05-31,33181,"Miami, FL",750500.0,Single Family Residential,25.897992,-80.152331
21651,2015-04-01,2015-06-30,33181,"Miami, FL",700000.0,Single Family Residential,25.897992,-80.152331
21654,2015-05-01,2015-07-31,33181,"Miami, FL",850000.0,Single Family Residential,25.897992,-80.152331
21655,2015-06-01,2015-08-31,33181,"Miami, FL",770000.0,Single Family Residential,25.897992,-80.152331
21661,2015-09-01,2015-11-30,33181,"Miami, FL",824500.0,Single Family Residential,25.897992,-80.152331
21666,2015-10-01,2015-12-31,33181,"Miami, FL",799000.0,Single Family Residential,25.897992,-80.152331
21680,2016-04-01,2016-06-30,33181,"Miami, FL",1008875.0,Single Family Residential,25.897992,-80.152331
21685,2016-05-01,2016-07-31,33181,"Miami, FL",962500.0,Single Family Residential,25.897992,-80.152331
21689,2016-06-01,2016-08-31,33181,"Miami, FL",755000.0,Single Family Residential,25.897992,-80.152331
21692,2016-07-01,2016-09-30,33181,"Miami, FL",755000.0,Single Family Residential,25.897992,-80.152331
21696,2016-08-01,2016-10-31,33181,"Miami, FL",900000.0,Single Family Residential,25.897992,-80.152331
21698,2016-09-01,2016-11-30,33181,"Miami, FL",906750.0,Single Family Residential,25.897992,-80.152331
21700,2016-10-01,2016-12-31,33181,"Miami, FL",823750.0,Single Family Residential,25.897992,-80.152331
21705,2016-11-01,2017-01-31,33181,"Miami, FL",805000.0,Single Family Residential,25.897992,-80.152331
21710,2017-01-01,2017-03-31,33181,"Miami, FL",1100000.0,Single Family Residential,25.897992,-80.152331
21714,2017-02-01,2017-04-30,33181,"Miami, FL",890000.0,Single Family Residential,25.897992,-80.152331
21720,2017-05-01,2017-07-31,33181,"Miami, FL",760000.0,Single Family Residential,25.897992,-80.152331
21722,2017-06-01,2017-08-31,33181,"Miami, FL",862500.0,Single Family Residential,25.897992,-80.152331
21729,2017-09-01,2017-11-30,33181,"Miami, FL",720000.0,Single Family Residential,25.897992,-80.152331
21731,2017-10-01,2017-12-31,33181,"Miami, FL",718500.0,Single Family Residential,25.897992,-80.152331
21737,2017-11-01,2018-01-31,33181,"Miami, FL",750000.0,Single Family Residential,25.897992,-80.152331
21742,2018-01-01,2018-03-31,33181,"Miami, FL",905000.0,Single Family Residential,25.897992,-80.152331
21746,2018-04-01,2018-06-30,33181,"Miami, FL",1000000.0,Single Family Residential,25.897992,-80.152331
21751,2018-05-01,2018-07-31,33181,"Miami, FL",997000.0,Single Family Residential,25.897992,-80.152331
21756,2018-07-01,2018-09-30,33181,"Miami, FL",705000.0,Single Family Residential,25.897992,-80.152331
21760,2018-09-01,2018-11-30,33181,"Miami, FL",1169000.0,Single Family Residential,25.897992,-80.152331
21762,2018-10-01,2018-12-31,33181,"Miami, FL",1150000.0,Single Family Residential,25.897992,-80.152331
21765,2018-11-01,2019-01-31,33181,"Miami, FL",1110000.0,Single Family Residential,25.897992,-80.152331
21772,2019-03-01,2019-05-31,33181,"Miami, FL",925000.0,Single Family Residential,25.897992,-80.152331
21779,2019-05-01,2019-07-31,33181,"Miami, FL",1287500.0,Single Family Residential,25.897992,-80.152331
21781,2019-06-01,2019-08-31,33181,"Miami, FL",1137307.0,Single Family Residential,25.897992,-80.152331
21783,2019-07-01,2019-09-30,33181,"Miami, FL",1168653.5,Single Family Residential,25.897992,-80.152331
21786,2019-08-01,2019-10-31,33181,"Miami, FL",925900.0,Single Family Residential,25.897992,-80.152331
