,zip,gentrification_score,latitude,longitude,median_sale_price,percent_change_home_price,parent_metro_region,total_stores,occupation,total_employment,jobs_per_1000,annual_mean_salary,annual_median_salary,city_year,total_population_over_16,labor_force,percent_in_labor_vs_population,unemployment,information_industry_population,information_as_percent_of_labor
59,33127,92,25.813175,-80.205808,371642.2018348624,-0.2595186943893781,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,25056.0,14650.0,58.5,10.9,140.0,1.1
60,33129,85,25.750167,-80.190028,388750.92,-0.4060091103171837,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,11679.0,8541.0,73.1,3.6,250.0,3.0
61,33130,74,25.768524,-80.203359,433428.5714285714,0.3459998564970941,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,26191.0,16923.0,64.6,3.2,438.0,2.7
62,33131,20,25.766206,-80.182897,844736.8421052633,5.824405476819603,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,16367.0,13300.0,81.3,2.8,520.0,4.0
63,33134,16,25.753332,-80.270379,935000.0,0.0388888888888889,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34176.0,22045.0,64.5,2.7,695.0,3.2
64,33135,73,25.766544,-80.235095,433461.5384615384,0.1220313796888804,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,33116.0,19338.0,58.4,7.6,210.0,1.2
65,33137,7,25.816281,-80.171528,1410000.0,0.1058823529411765,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,19642.0,14426.0,73.4,4.4,612.0,4.4
66,33138,4,25.853764,-80.178006,1991345.238095238,3.863776915724968,"Miami, FL",4.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,24688.0,16988.0,68.8,7.0,718.0,4.5
67,33139,3,25.779808,-80.1532,3761363.636363636,0.4230871495771794,"Miami, FL",5.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34587.0,24913.0,72.0,4.0,770.0,3.2
68,33140,5,25.819714,-80.133711,1990000.0,0.0440713536201469,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,16472.0,10236.0,62.1,3.2,249.0,2.5
69,33141,96,25.851854,-80.138726,362272.7272727273,-0.580957948803608,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,34515.0,24834.0,72.0,3.4,544.0,2.3
70,33142,135,25.812043,-80.238614,168076.92307692306,-0.6465560583207642,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,45872.0,26551.0,57.9,9.0,275.0,1.1
71,33144,69,25.763458,-80.312667,454448.275862069,-0.0383146772031789,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,25834.0,15472.0,59.9,5.1,168.0,1.1
72,33145,50,25.753132,-80.234427,539516.1290322581,-0.0088378258948298,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,26628.0,17139.0,64.4,3.7,449.0,2.7
73,33146,10,25.72085,-80.272571,1207777.7777777778,-0.1676186467853134,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,13940.0,7535.0,54.1,6.0,192.0,2.7
74,33147,12,25.851225,-80.238166,1100573.076923077,3.003483421560844,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,37010.0,20965.0,56.6,9.6,166.0,0.9
75,33149,2,25.719513,-80.168541,3900000.0,0.2046332046332046,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,9737.0,5918.0,60.8,5.3,234.0,4.2
76,33154,39,25.883337,-80.131831,595000.0,-0.426954732510288,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,11390.0,6735.0,59.1,7.6,304.0,4.9
77,33155,40,25.736887,-80.310768,594285.7142857143,0.301699228587334,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,39789.0,24769.0,62.3,2.5,529.0,2.2
78,33156,6,25.668203,-80.29701,1622500.0,-0.0859154929577464,"Miami, FL",5.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,26866.0,16943.0,63.1,3.6,465.0,2.8
79,33157,66,25.606126,-80.343496,460088.2352941177,0.2600822264389626,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,52717.0,33602.0,63.7,5.9,543.0,1.7
80,33158,19,25.63884,-80.311316,847170.731707317,0.2471193882291807,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,4928.0,3020.0,61.3,4.5,82.0,2.8
81,33161,140,25.893664,-80.181539,132698.63013698632,-0.6677131450091377,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,43820.0,28694.0,65.5,8.4,161.0,0.6
82,33162,81,25.927997,-80.177175,399500.0,0.0243589743589742,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,37227.0,24413.0,65.6,6.8,117.0,0.5
83,33165,61,25.734345,-80.358271,481058.82352941175,-0.017265101263067,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,47563.0,28179.0,59.2,2.9,626.0,2.3
84,33167,138,25.884867,-80.239362,136857.14285714287,-0.4355609506772298,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,16093.0,9284.0,57.7,7.2,116.0,1.3
85,33168,99,25.893051,-80.209181,345000.0,-0.028169014084507,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,22686.0,14058.0,62.0,7.4,75.0,0.6
86,33169,100,25.943117,-80.214686,343865.2173913043,0.2965311311678195,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,31994.0,20213.0,63.2,6.7,374.0,2.0
87,33170,90,25.557912,-80.457897,374383.3333333333,-0.0736220247468767,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,11025.0,6190.0,56.1,8.4,19.0,0.3
88,33172,62,25.786909,-80.361253,480000.0,0.0400866738894907,"Miami, FL",4.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,36116.0,23768.0,65.8,4.0,495.0,2.2
89,33173,59,25.70232,-80.357503,490981.1320754717,0.0203521689635962,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,28081.0,17694.0,63.0,4.0,338.0,2.0
90,33175,78,25.734787,-80.406761,422511.62790697673,-0.0860765092447338,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,46329.0,27723.0,59.8,3.5,404.0,1.5
91,33176,33,25.659873,-80.358354,635957.65625,-0.0182673023705096,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,43570.0,28560.0,65.5,4.1,633.0,2.3
92,33177,91,25.596129,-80.404194,371800.0,0.0306123930423194,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,47269.0,28743.0,60.8,4.8,455.0,1.7
93,33178,98,25.834607,-80.422908,348698.24561403506,-0.1296278974892036,"Miami, FL",2.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,39489.0,26539.0,67.2,3.5,1049.0,4.1
94,33179,63,25.95762,-80.179998,470090.90909090906,0.0102447328599697,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,36857.0,24560.0,66.6,6.0,444.0,1.9
95,33180,23,25.960389,-80.143113,771600.0,0.343025968329974,"Miami, FL",5.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,27899.0,16569.0,59.4,5.2,295.0,1.9
96,33181,9,25.897992,-80.152331,1264007.7922077922,-0.177074564191789,"Miami, FL",4.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,16855.0,10990.0,65.2,7.4,138.0,1.4
97,33182,128,25.780654,-80.457553,225047.8260869565,-0.3689757663565092,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,14375.0,7122.0,49.5,1.4,238.0,3.4
98,33183,57,25.702563,-80.404682,505000.0,0.015075376884422,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,30789.0,19508.0,63.4,4.3,280.0,1.5
99,33185,49,25.726359,-80.450733,543453.8461538461,0.8155384132502776,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,25469.0,16528.0,64.9,2.4,390.0,2.4
100,33186,129,25.654426,-80.412156,218671.875,0.5769233574512779,"Miami, FL",3.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,55972.0,36686.0,65.5,2.8,831.0,2.3
101,33187,34,25.595896,-80.506909,630000.0,0.0956521739130433,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,15929.0,10446.0,65.6,5.4,172.0,1.7
102,33189,65,25.572213,-80.335434,464200.0,0.0795348837209302,"Miami, FL",1.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,19896.0,13235.0,66.5,4.6,60.0,0.5
103,33190,101,25.560027,-80.349887,341666.6666666667,-0.1033167495854062,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,12542.0,8721.0,69.5,7.4,253.0,3.1
104,33193,70,25.70077,-80.465111,450000.0,0.003657840023761,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,41323.0,27119.0,65.6,4.2,329.0,1.3
105,33194,36,25.714005,-80.583757,607500.0,0.0124999999999999,"Miami, FL",0.0,Computer and Mathematical Occupations,58580.0,23.36,84950.0,77630.0,miami_2019,6584.0,3100.0,47.1,2.3,48.0,1.6
106,78610,145,30.078514,-97.838012,99925.5319148936,-0.5583617021276597,"Austin, TX",2.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,28680.0,20314.0,70.8,3.0,483.0,2.5
107,78613,125,30.503949,-97.8242,235500.0,-0.3290264885624227,"Austin, TX",8.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,61701.0,44894.0,72.8,3.4,1419.0,3.3
108,78617,106,30.147375,-97.600145,305281.25,-0.2935026552163108,"Austin, TX",1.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,21511.0,14323.0,66.6,5.9,73.0,0.5
109,78641,86,30.562168,-97.907817,383759.6153846154,0.1202289334713441,"Austin, TX",3.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,52943.0,37949.0,71.7,4.2,955.0,2.6
110,78652,54,30.132805,-97.874687,522043.6,0.0447131880761321,"Austin, TX",0.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,4672.0,3147.0,67.4,2.4,41.0,1.3
111,78653,123,30.339696,-97.523512,237647.0,-0.1836763781534018,"Austin, TX",1.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,16961.0,12384.0,73.0,6.2,312.0,2.7
112,78664,83,30.501927,-97.647251,390000.0,-0.0331217770725902,"Austin, TX",4.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,50494.0,38352.0,76.0,6.2,1188.0,3.3
113,78681,22,30.534424,-97.725741,785588.2352941176,1.3099907427904447,"Austin, TX",3.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,43351.0,31533.0,72.7,4.7,824.0,2.7
114,78701,111,30.270569,-97.742589,288653.846153846,-0.1615063481284218,"Austin, TX",6.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,10685.0,8264.0,77.3,0.8,546.0,6.7
115,78702,27,30.263378,-97.714483,695664.2857142857,0.3128407897793264,"Austin, TX",0.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,20147.0,14654.0,72.7,5.8,553.0,4.0
116,78703,8,30.293268,-97.76605,1369216.3421052631,0.5257088367198524,"Austin, TX",2.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,16738.0,12627.0,75.4,2.0,631.0,5.1
117,78704,72,30.243032,-97.765081,443312.5,-0.3489403310896852,"Austin, TX",9.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,43006.0,34234.0,79.6,2.8,1949.0,5.9
118,78717,110,30.492408,-97.748324,290333.3333333334,-0.2105815622073588,"Austin, TX",2.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,22294.0,16630.0,74.6,3.8,539.0,3.4
119,78719,112,30.195372,-97.668445,281125.0,-0.1927923387096774,"Austin, TX",1.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,1443.0,942.0,65.3,2.2,8.0,0.9
120,78721,115,30.269969,-97.683557,273529.4117647059,-0.6061853918264464,"Austin, TX",0.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,10163.0,6867.0,67.6,4.3,155.0,2.4
121,78722,67,30.289963,-97.714696,456372.5,-0.3058903282183363,"Austin, TX",0.0,Computer and Mathematical Occupations,71170.0,67.506,93190.0,88460.0,austin_2019,6229.0,5037.0,80.9,3.2,218.0,4.5
