,city_year,zip_code,total_population_over_16,labor_force,percent_in_labor_vs_population,unemployment,information_industry_population,information_as_percent_of_labor
1643,miami_2015,33185,23830,15913,66.8,6.8,434,2.9
1644,miami_2015,33186,58094,39082,67.3,7.8,767,2.1
1645,miami_2015,33187,13796,8785,63.7,9.0,67,0.8
1646,miami_2015,33189,19577,12635,64.5,9.5,250,2.2
1647,miami_2015,33190,9880,6876,69.6,9.7,129,2.1
1648,miami_2015,33193,41946,26569,63.3,7.4,364,1.5
1649,miami_2015,33194,6465,2946,45.6,5.7,0,0.0
1650,miami_2015,33196,37294,24624,66.0,8.5,543,2.4
1651,miami_2016,33010,40304,22649,56.2,11.1,401,2
1652,miami_2016,33012,65763,36719,55.8,8.1,616,1.8
1653,miami_2016,33013,28989,15263,52.7,8.7,143,1
1654,miami_2016,33014,32921,19542,59.4,7.7,323,1.8
1655,miami_2016,33015,54337,36212,66.6,6.5,607,1.8
1656,miami_2016,33016,40609,25558,62.9,8.7,288,1.2
1657,miami_2016,33018,40265,26383,65.5,5.4,523,2.1
1658,miami_2016,33030,25766,16184,62.8,11.5,137,1
1659,miami_2016,33031,5175,3503,67.7,8.5,8,0.3
1660,miami_2016,33032,31736,21076,66.4,12.7,142,0.8
1661,miami_2016,33033,40992,25325,61.8,13,338,1.6
1662,miami_2016,33034,17234,7831,45.4,18.8,40,0.6
1663,miami_2016,33035,12234,8732,71.4,10,221,2.9
1664,miami_2016,33039,489,377,77.1,19.9,0,0
1665,miami_2016,33054,23872,11932,50,10.9,289,2.7
1666,miami_2016,33055,37139,22372,60.2,10.5,471,2.4
1667,miami_2016,33056,27416,16935,61.8,16.3,259,1.8
1668,miami_2016,33101,0,0,-,-,0,-
1669,miami_2016,33109,485,267,55.1,0,0,0
1670,miami_2016,33122,95,49,51.6,0,0,0
1671,miami_2016,33125,49963,27778,55.6,6.1,602,2.3
1672,miami_2016,33126,44944,28601,63.6,9.5,284,1.1
1673,miami_2016,33127,24653,14560,59.1,14.6,93,0.7
1674,miami_2016,33128,6400,3852,60.2,15.2,25,0.8
1675,miami_2016,33129,10691,7591,71,4.5,379,5.2
1676,miami_2016,33130,21331,13787,64.6,3.8,195,1.5
1677,miami_2016,33131,13624,10048,73.8,3.9,298,3.1
1678,miami_2016,33132,10671,6953,65.2,4.3,224,3.4
1679,miami_2016,33133,27919,18408,65.9,8.2,355,2.1
1680,miami_2016,33134,36115,22906,63.4,4.8,557,2.6
1681,miami_2016,33135,33283,19318,58,11.9,113,0.7
1682,miami_2016,33136,11370,6519,57.3,21.9,80,1.6
1683,miami_2016,33137,20429,15117,74,7.6,540,3.9
1684,miami_2016,33138,24563,16449,67,9.3,695,4.7
1685,miami_2016,33139,33736,24486,72.6,4,705,3
1686,miami_2016,33140,18056,11075,61.3,4.8,402,3.8
1687,miami_2016,33141,34515,24147,70,5.9,567,2.5
1688,miami_2016,33142,43144,23424,54.3,16.4,249,1.3
1689,miami_2016,33143,26493,17993,67.9,7.1,333,2
1690,miami_2016,33144,24246,14018,57.8,10,109,0.9
1691,miami_2016,33145,27746,17884,64.5,7.6,307,1.9
1692,miami_2016,33146,13330,7408,55.6,4.8,185,2.6
1693,miami_2016,33147,35963,20684,57.5,15.5,471,2.7
1694,miami_2016,33149,9748,5442,55.8,4.7,163,3.1
1695,miami_2016,33150,21110,12511,59.3,19.2,166,1.6
1696,miami_2016,33154,11225,6595,58.8,5.5,253,4.1
1697,miami_2016,33155,39359,25289,64.3,5.9,677,2.8
1698,miami_2016,33156,26528,16127,60.8,5.7,326,2.1
1699,miami_2016,33157,53469,33469,62.6,8.7,489,1.6
1700,miami_2016,33158,5519,3483,63.1,5.7,74,2.3
1701,miami_2016,33160,34908,20478,58.7,4.4,379,1.9
1702,miami_2016,33161,44314,27445,61.9,12.1,253,1.1
1703,miami_2016,33162,38034,24019,63.2,12.5,336,1.6
1704,miami_2016,33165,48738,29045,59.6,5.1,639,2.3
1705,miami_2016,33166,20819,12220,58.7,7.4,149,1.3
1706,miami_2016,33167,16610,9637,58,11.5,203,2.4
1707,miami_2016,33168,23741,14737,62.1,12.3,141,1.1
1708,miami_2016,33169,31932,20863,65.3,13.5,442,2.4
1709,miami_2016,33170,10834,5988,55.3,9,122,2.2
1710,miami_2016,33172,34324,22603,65.9,6.3,462,2.2
1711,miami_2016,33173,27582,17765,64.4,6.9,296,1.8
1712,miami_2016,33174,28581,16441,57.5,6.6,211,1.4
1713,miami_2016,33175,47092,28596,60.7,5.7,576,2.1
1714,miami_2016,33176,42068,27915,66.4,7.3,675,2.6
1715,miami_2016,33177,47245,29240,61.9,8,269,1
1716,miami_2016,33178,34819,23224,66.7,4.6,1070,4.8
1717,miami_2016,33179,35995,23586,65.5,10,538,2.5
1718,miami_2016,33180,27205,14873,54.7,6.2,449,3.2
1719,miami_2016,33181,15677,10228,65.2,8.4,154,1.6
1720,miami_2016,33182,16038,8139,50.7,6.7,233,3.1
1721,miami_2016,33183,32366,20859,64.4,7.4,337,1.7
1722,miami_2016,33184,19147,11014,57.5,7.2,77,0.8
1723,miami_2016,33185,25136,16446,65.4,6.2,463,3
1724,miami_2016,33186,57026,38339,67.2,7.2,834,2.3
1725,miami_2016,33187,14997,9532,63.6,7.1,58,0.7
1726,miami_2016,33189,20510,13519,65.9,7.1,278,2.2
1727,miami_2016,33190,10830,7645,70.6,8.4,170,2.4
1728,miami_2016,33193,41673,26837,64.4,6.8,349,1.4
1729,miami_2016,33194,5976,2580,43.2,7,0,0
1730,miami_2016,33196,38601,25284,65.5,6.9,555,2.4
1731,miami_2017,33010,40326,22113,54.8,7.6,439,2.1
1732,miami_2017,33012,65507,36042,55.0,7.3,663,2.0
1733,miami_2017,33013,29667,15800,53.3,6.1,153,1.0
1734,miami_2017,33014,33641,19373,57.6,6.1,353,1.9
1735,miami_2017,33015,53655,35764,66.7,5.8,573,1.7
1736,miami_2017,33016,42654,26935,63.1,6.8,287,1.1
1737,miami_2017,33018,41360,27026,65.3,4.8,618,2.4
1738,miami_2017,33030,25357,15723,62.0,9.2,172,1.2
1739,miami_2017,33031,4931,3387,68.7,5.9,36,1.1
1740,miami_2017,33032,33754,22469,66.6,11.5,461,2.3
1741,miami_2017,33033,42491,26044,61.3,12.0,312,1.4
1742,miami_2017,33034,17244,8324,48.3,17.6,11,0.2
1743,miami_2017,33035,11807,8573,72.6,9.7,171,2.2
1744,miami_2017,33039,391,360,92.1,15.8,0,0.0
1745,miami_2017,33054,25409,13030,51.3,11.8,213,1.9
1746,miami_2017,33055,36542,21852,59.8,8.7,574,2.9
1747,miami_2017,33056,27652,16824,60.8,13.7,346,2.4
1748,miami_2017,33101,0,0,-,-,0,-
1749,miami_2017,33109,431,164,38.1,0.0,0,0.0
1750,miami_2017,33122,292,174,59.6,0.0,24,13.8
1751,miami_2017,33125,51610,29057,56.3,5.2,473,1.7
1752,miami_2017,33126,46169,29153,63.1,8.0,348,1.3
1753,miami_2017,33127,24857,14479,58.2,12.1,114,0.9
1754,miami_2017,33128,6203,3506,56.5,14.2,30,1.0
1755,miami_2017,33129,10727,7541,70.3,4.6,366,5.1
1756,miami_2017,33130,21913,14234,65.0,3.7,254,1.9
1757,miami_2017,33131,14516,11058,76.2,3.7,412,3.9
1758,miami_2017,33132,11059,7053,63.8,4.5,240,3.6
1759,miami_2017,33133,28146,18301,65.0,7.1,400,2.4
1760,miami_2017,33134,36761,24166,65.7,4.4,565,2.4
1761,miami_2017,33135,33771,19608,58.1,9.1,133,0.7
1762,miami_2017,33136,11509,7000,60.8,16.7,99,1.7
1763,miami_2017,33137,20252,15104,74.6,6.5,474,3.4
1764,miami_2017,33138,24565,16067,65.4,10.1,599,4.1
1765,miami_2017,33139,33678,24673,73.3,4.2,771,3.3
1766,miami_2017,33140,18062,11014,61.0,4.0,357,3.4
1767,miami_2017,33141,35110,25163,71.7,5.0,622,2.6
1768,miami_2017,33142,44403,24176,54.4,14.1,243,1.2
1769,miami_2017,33143,26293,18181,69.1,6.5,369,2.2
1770,miami_2017,33144,26015,15781,60.7,7.8,124,0.9
1771,miami_2017,33145,27810,17993,64.7,6.4,348,2.1
1772,miami_2017,33146,13501,7194,53.3,4.3,182,2.6
1773,miami_2017,33147,36922,20564,55.7,13.3,480,2.7
1774,miami_2017,33149,9734,5652,58.1,4.3,135,2.5
1775,miami_2017,33150,21860,13098,59.9,19.2,144,1.4
1776,miami_2017,33154,11314,6797,60.1,5.8,279,4.4
1777,miami_2017,33155,39209,24595,62.7,4.3,707,3.0
1778,miami_2017,33156,26974,16774,62.2,4.8,367,2.3
1779,miami_2017,33157,54352,33823,62.2,7.5,467,1.5
1780,miami_2017,33158,5079,3143,61.9,5.4,72,2.4
1781,miami_2017,33160,35969,20974,58.3,4.9,365,1.8
1782,miami_2017,33161,44889,28496,63.5,10.7,218,0.9
1783,miami_2017,33162,37790,24061,63.7,10.2,238,1.1
1784,miami_2017,33165,49068,29431,60.0,4.0,628,2.2
1785,miami_2017,33166,20776,12548,60.4,5.5,229,1.9
1786,miami_2017,33167,16773,10031,59.8,10.2,256,2.8
1787,miami_2017,33168,23536,14708,62.5,12.3,135,1.0
1788,miami_2017,33169,31090,20254,65.1,10.2,420,2.3
1789,miami_2017,33170,10705,5651,52.8,10.2,126,2.5
1790,miami_2017,33172,35959,23433,65.2,4.8,642,2.9
1791,miami_2017,33173,26699,16858,63.1,5.1,247,1.5
1792,miami_2017,33174,30042,17639,58.7,6.3,180,1.1
1793,miami_2017,33175,46848,27951,59.7,5.5,532,2.0
1794,miami_2017,33176,43873,28540,65.1,5.6,702,2.6
1795,miami_2017,33177,48156,29864,62.0,6.8,318,1.1
1796,miami_2017,33178,36901,24940,67.6,4.6,977,4.1
1797,miami_2017,33179,36472,23611,64.7,8.1,477,2.2
1798,miami_2017,33180,27068,15343,56.7,4.9,463,3.2
1799,miami_2017,33181,16499,10743,65.1,9.7,208,2.1
1800,miami_2017,33182,15601,7464,47.8,2.9,206,2.8
1801,miami_2017,33183,32445,20718,63.9,6.4,368,1.9
1802,miami_2017,33184,19957,11857,59.4,6.2,77,0.7
1803,miami_2017,33185,25822,17045,66.0,5.1,478,3.0
1804,miami_2017,33186,57877,38482,66.5,5.3,763,2.1
1805,miami_2017,33187,15045,9980,66.3,6.5,208,2.2
1806,miami_2017,33189,21102,14332,67.9,7.5,174,1.3
1807,miami_2017,33190,11711,8414,71.8,8.2,222,2.9
1808,miami_2017,33193,42442,27010,63.6,6.0,320,1.3
1809,miami_2017,33194,6333,2867,45.3,5.5,29,1.1
1810,miami_2017,33196,40366,26812,66.4,5.9,588,2.3
1811,miami_2018,33010,40572,22572,55.6,6.3,402,1.9
1812,miami_2018,33012,64872,36452,56.2,6.1,508,1.5
1813,miami_2018,33013,28617,16019,56.0,4.6,187,1.2
1814,miami_2018,33014,34282,20261,59.1,4.7,534,2.8
1815,miami_2018,33015,53393,35746,66.9,5.1,709,2.1
1816,miami_2018,33016,41968,26912,64.1,4.9,267,1.0
1817,miami_2018,33018,43107,29704,68.9,3.9,668,2.3
1818,miami_2018,33030,26022,16683,64.1,6.4,97,0.6
1819,miami_2018,33031,5655,3960,70.0,5.2,41,1.1
1820,miami_2018,33032,34966,23722,67.8,8.9,435,2.0
1821,miami_2018,33033,42367,26773,63.2,8.6,199,0.8
1822,miami_2018,33034,16419,8289,50.5,14.5,26,0.4
1823,miami_2018,33035,11478,8463,73.7,8.8,25,0.3
1824,miami_2018,33039,345,293,84.9,14.3,0,0.0
1825,miami_2018,33054,24801,12670,51.1,11.1,101,0.9
1826,miami_2018,33055,35129,20293,57.8,7.3,591,3.1
1827,miami_2018,33056,28489,17228,60.5,13.3,401,2.7
1828,miami_2018,33101,0,0,-,-,0,-
1829,miami_2018,33109,475,179,37.7,0.0,0,0.0
1830,miami_2018,33122,81,44,54.3,0.0,0,0.0
1831,miami_2018,33125,52425,29043,55.4,4.5,481,1.7
1832,miami_2018,33126,45530,28368,62.3,7.0,415,1.6
1833,miami_2018,33127,26451,15442,58.4,11.1,109,0.8
1834,miami_2018,33128,6404,3654,57.1,9.4,30,0.9
1835,miami_2018,33129,11260,8178,72.6,5.2,377,4.9
1836,miami_2018,33130,24055,15454,64.2,4.7,415,2.8
1837,miami_2018,33131,14842,11423,77.0,3.1,477,4.3
1838,miami_2018,33132,12088,7758,64.2,1.8,212,2.8
1839,miami_2018,33133,28193,17984,63.8,6.2,410,2.4
1840,miami_2018,33134,35905,23401,65.2,3.6,688,3.1
1841,miami_2018,33135,33829,19810,58.6,7.7,144,0.8
1842,miami_2018,33136,12313,7681,62.4,12.6,77,1.2
1843,miami_2018,33137,20897,15230,72.9,5.9,578,4.0
1844,miami_2018,33138,24624,16714,67.9,8.1,702,4.6
1845,miami_2018,33139,34243,24754,72.3,3.9,807,3.4
1846,miami_2018,33140,17886,10879,60.8,3.4,322,3.1
1847,miami_2018,33141,34823,25172,72.3,4.4,549,2.3
1848,miami_2018,33142,45910,25405,55.3,11.5,254,1.1
1849,miami_2018,33143,26567,17835,67.1,5.7,239,1.4
1850,miami_2018,33144,26525,16241,61.2,8.1,169,1.1
1851,miami_2018,33145,27289,17783,65.2,5.0,456,2.7
1852,miami_2018,33146,13667,7255,53.1,6.0,161,2.4
1853,miami_2018,33147,37404,21083,56.4,10.6,359,1.9
1854,miami_2018,33149,9781,5816,59.5,4.4,198,3.6
1855,miami_2018,33150,22721,13672,60.2,17.3,127,1.1
1856,miami_2018,33154,11540,6866,59.5,6.0,322,5.0
1857,miami_2018,33155,40248,25329,62.9,3.4,634,2.6
1858,miami_2018,33156,27533,17066,62.0,4.7,350,2.2
1859,miami_2018,33157,53250,33778,63.4,6.9,573,1.8
1860,miami_2018,33158,5121,3257,63.6,5.2,58,1.9
1861,miami_2018,33160,35605,20569,57.8,4.4,426,2.2
1862,miami_2018,33161,43542,28295,65.0,9.5,195,0.8
1863,miami_2018,33162,38187,25018,65.5,10.5,201,0.9
1864,miami_2018,33165,47922,28775,60.0,3.0,514,1.8
1865,miami_2018,33166,21116,12911,61.1,4.7,294,2.4
1866,miami_2018,33167,16139,9752,60.4,8.2,177,2.0
1867,miami_2018,33168,23710,14693,62.0,9.9,93,0.7
1868,miami_2018,33169,32112,20317,63.3,8.6,381,2.1
1869,miami_2018,33170,10370,5884,56.7,9.6,105,2.0
1870,miami_2018,33172,36005,23384,64.9,4.2,625,2.8
1871,miami_2018,33173,26905,16626,61.8,3.6,273,1.7
1872,miami_2018,33174,29755,17309,58.2,5.8,227,1.4
1873,miami_2018,33175,47926,28487,59.4,4.4,538,2.0
1874,miami_2018,33176,43599,28488,65.3,4.4,673,2.5
1875,miami_2018,33177,48231,29152,60.4,5.5,453,1.6
1876,miami_2018,33178,38581,26503,68.7,3.8,875,3.4
1877,miami_2018,33179,37175,24609,66.2,7.6,516,2.3
1878,miami_2018,33180,27387,16092,58.8,5.5,418,2.7
1879,miami_2018,33181,16756,10870,64.9,8.6,164,1.7
1880,miami_2018,33182,15020,7157,47.6,2.1,225,3.2
1881,miami_2018,33183,31007,19929,64.3,5.5,343,1.8
1882,miami_2018,33184,19050,10982,57.6,5.9,90,0.9
1883,miami_2018,33185,25236,16604,65.8,3.6,401,2.5
1884,miami_2018,33186,57677,37591,65.2,3.5,751,2.1
1885,miami_2018,33187,15771,10525,66.7,6.6,212,2.2
1886,miami_2018,33189,21057,14130,67.1,5.4,76,0.6
1887,miami_2018,33190,12104,8676,71.7,7.7,256,3.2
1888,miami_2018,33193,42418,27209,64.1,5.0,354,1.4
1889,miami_2018,33194,6880,3286,47.8,3.7,20,0.6
1890,miami_2018,33196,41532,27529,66.3,5.5,539,2.1
1891,miami_2019,33010,39061,22276,57.0,5.2,385,1.8
1892,miami_2019,33012,63380,34313,54.1,4.7,408,1.2
1893,miami_2019,33013,27550,15722,57.1,4.4,112,0.7
1894,miami_2019,33014,34802,20990,60.3,4.6,502,2.5
1895,miami_2019,33015,54309,36324,66.9,5.0,663,1.9
1896,miami_2019,33016,42054,27153,64.6,3.4,309,1.2
1897,miami_2019,33018,43761,30768,70.3,3.3,674,2.3
1898,miami_2019,33030,25103,16508,65.8,4.8,97,0.6
1899,miami_2019,33031,5580,3817,68.4,3.6,66,1.8
1900,miami_2019,33032,36983,25523,69.0,7.8,449,1.9
1901,miami_2019,33033,42059,27423,65.2,8.6,314,1.3
1902,miami_2019,33034,15295,7712,50.4,12.0,29,0.4
1903,miami_2019,33035,11960,8552,71.5,8.2,23,0.3
1904,miami_2019,33039,270,144,53.3,0.0,0,0.0
1905,miami_2019,33054,24870,13224,53.2,9.6,248,2.1
1906,miami_2019,33055,33233,18594,56.0,5.5,440,2.5
1907,miami_2019,33056,27975,16418,58.7,11.1,364,2.5
1908,miami_2019,33101,0,0,-,-,0,-
1909,miami_2019,33109,392,153,39.0,0.0,0,0.0
1910,miami_2019,33122,162,89,54.9,0.0,0,0.0
1911,miami_2019,33125,51745,28277,54.6,4.0,484,1.8
1912,miami_2019,33126,45566,28675,62.9,4.6,478,1.7
1913,miami_2019,33127,25056,14650,58.5,10.9,140,1.1
1914,miami_2019,33128,6782,3923,57.8,9.2,12,0.3
1915,miami_2019,33129,11679,8541,73.1,3.6,250,3.0
1916,miami_2019,33130,26191,16923,64.6,3.2,438,2.7
1917,miami_2019,33131,16367,13300,81.3,2.8,520,4.0
1918,miami_2019,33132,13014,8941,68.7,3.0,233,2.7
1919,miami_2019,33133,28712,18074,62.9,5.0,464,2.7
1920,miami_2019,33134,34176,22045,64.5,2.7,695,3.2
1921,miami_2019,33135,33116,19338,58.4,7.6,210,1.2
1922,miami_2019,33136,12935,8312,64.3,11.5,66,0.9
1923,miami_2019,33137,19642,14426,73.4,4.4,612,4.4
1924,miami_2019,33138,24688,16988,68.8,7.0,718,4.5
1925,miami_2019,33139,34587,24913,72.0,4.0,770,3.2
1926,miami_2019,33140,16472,10236,62.1,3.2,249,2.5
1927,miami_2019,33141,34515,24834,72.0,3.4,544,2.3
1928,miami_2019,33142,45872,26551,57.9,9.0,275,1.1
1929,miami_2019,33143,25687,16624,64.7,5.1,198,1.3
1930,miami_2019,33144,25834,15472,59.9,5.1,168,1.1
1931,miami_2019,33145,26628,17139,64.4,3.7,449,2.7
1932,miami_2019,33146,13940,7535,54.1,6.0,192,2.7
1933,miami_2019,33147,37010,20965,56.6,9.6,166,0.9
1934,miami_2019,33149,9737,5918,60.8,5.3,234,4.2
1935,miami_2019,33150,22743,13429,59.0,14.0,109,0.9
1936,miami_2019,33154,11390,6735,59.1,7.6,304,4.9
1937,miami_2019,33155,39789,24769,62.3,2.5,529,2.2
1938,miami_2019,33156,26866,16943,63.1,3.6,465,2.8
1939,miami_2019,33157,52717,33602,63.7,5.9,543,1.7
1940,miami_2019,33158,4928,3020,61.3,4.5,82,2.8
1941,miami_2019,33160,34495,20455,59.3,4.4,273,1.4
1942,miami_2019,33161,43820,28694,65.5,8.4,161,0.6
1943,miami_2019,33162,37227,24413,65.6,6.8,117,0.5
1944,miami_2019,33165,47563,28179,59.2,2.9,626,2.3
1945,miami_2019,33166,20393,12515,61.4,3.3,359,3.0
1946,miami_2019,33167,16093,9284,57.7,7.2,116,1.3
1947,miami_2019,33168,22686,14058,62.0,7.4,75,0.6
1948,miami_2019,33169,31994,20213,63.2,6.7,374,2.0
1949,miami_2019,33170,11025,6190,56.1,8.4,19,0.3
1950,miami_2019,33172,36116,23768,65.8,4.0,495,2.2
1951,miami_2019,33173,28081,17694,63.0,4.0,338,2.0
1952,miami_2019,33174,30549,17822,58.3,5.8,226,1.3
1953,miami_2019,33175,46329,27723,59.8,3.5,404,1.5
1954,miami_2019,33176,43570,28560,65.5,4.1,633,2.3
1955,miami_2019,33177,47269,28743,60.8,4.8,455,1.7
1956,miami_2019,33178,39489,26539,67.2,3.5,1049,4.1
1957,miami_2019,33179,36857,24560,66.6,6.0,444,1.9
1958,miami_2019,33180,27899,16569,59.4,5.2,295,1.9
1959,miami_2019,33181,16855,10990,65.2,7.4,138,1.4
1960,miami_2019,33182,14375,7122,49.5,1.4,238,3.4
1961,miami_2019,33183,30789,19508,63.4,4.3,280,1.5
1962,miami_2019,33184,19193,11085,57.8,4.7,55,0.5
1963,miami_2019,33185,25469,16528,64.9,2.4,390,2.4
1964,miami_2019,33186,55972,36686,65.5,2.8,831,2.3
1965,miami_2019,33187,15929,10446,65.6,5.4,172,1.7
1966,miami_2019,33189,19896,13235,66.5,4.6,60,0.5
1967,miami_2019,33190,12542,8721,69.5,7.4,253,3.1
1968,miami_2019,33193,41323,27119,65.6,4.2,329,1.3
1969,miami_2019,33194,6584,3100,47.1,2.3,48,1.6
1970,miami_2019,33196,42287,27991,66.2,4.5,643,2.4
